make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
2005,21.62,2500,Petrol,1,8228.64,Toyota,Automatic,Blue,Full,2,Yes
2007,26.23,3000,Diesel,4,7852.53,Tesla,Manual,Red,Partial,0,Yes
2011,23.63,3000,Electric,4,10037.81,Chevrolet,Manual,Blue,Full,0,Yes
2002,17.21,5000,Diesel,1,9367.59,Chevrolet,Automatic,Blue,Full,0,No
2015,17.99,1500,Diesel,2,6289.31,Honda,Automatic,Silver,None,0,Yes
2012,21.0,4000,Petrol,2,10175.15,Nissan,Manual,Red,Full,0,Yes
2012,18.68,5000,Petrol,2,12213.83,Kia,Manual,Blue,Partial,0,Yes
2008,21.53,1500,Petrol,1,6900.83,Tesla,Automatic,Silver,Partial,0,No
2009,6.85,3000,Petrol,5,5114.11,Tesla,Manual,Gray,Full,0,Yes
2000,27.4,2000,Petrol,5,3188.1,Hyundai,Automatic,Red,None,0,Yes
2005,18.31,1800,Diesel,1,5851.1,Tesla,Automatic,Black,Full,0,Yes
2007,9.89,1500,Petrol,5,2227.19,Honda,Automatic,Red,Full,0,Yes
2019,13.43,1800,Diesel,2,9307.06,BMW,Automatic,Blue,Full,1,No
1995,7.35,800,Diesel,5,1000.0,Nissan,Automatic,Blue,Partial,0,No
2022,12.55,2500,Petrol,1,11021.45,Honda,Manual,Red,Full,0,Yes
2000,17.29,3000,Petrol,5,5551.65,Hyundai,Automatic,Silver,None,1,Yes
2003,25.57,4000,Petrol,5,10283.89,Ford,Manual,Red,Partial,2,Yes
2002,20.05,1200,Diesel,5,3721.87,Kia,Automatic,Blue,Partial,0,Yes
2005,19.16,4000,Petrol,5,8303.35,Chevrolet,Automatic,Blue,Full,1,Yes
2016,12.32,5000,Diesel,1,14226.08,Kia,Manual,White,Partial,1,No
2013,13.88,1800,Diesel,3,5504.04,Honda,Automatic,Silver,Partial,0,Yes
2018,14.27,5000,Diesel,5,10146.83,Honda,Manual,White,Full,1,Yes
2003,14.47,2000,Petrol,3,5211.17,BMW,Automatic,Gray,Partial,0,Yes
2011,16.24,800,Diesel,1,8616.73,Chevrolet,Manual,Blue,None,2,No
2006,16.62,4000,Petrol,4,7917.07,Tesla,Manual,Silver,Full,1,Yes
2019,16.3,4000,Petrol,3,11015.36,Hyundai,Manual,Silver,Partial,2,Yes
2008,14.64,2000,Petrol,1,7760.86,Nissan,Manual,Silver,None,0,Yes
2009,18.68,3000,Diesel,4,9090.0,Toyota,Manual,Gray,Full,0,No
2010,16.43,1500,Electric,5,8518.49,Volkswagen,Manual,Red,Full,0,Yes
2016,10.02,1800,Petrol,1,8691.63,Tesla,Manual,Red,Partial,0,Yes
2016,18.17,1800,Diesel,2,8444.17,Toyota,Manual,Blue,None,2,Yes
2022,17.42,2500,Petrol,4,8651.98,Volkswagen,Automatic,Gray,None,1,Yes
2014,10.1,2500,Diesel,2,6384.32,Hyundai,Manual,Silver,Full,0,Yes
1995,15.04,2500,Petrol,5,3187.85,Tesla,Manual,Silver,None,3,Yes
2004,20.99,1800,Petrol,5,4354.82,Nissan,Manual,Silver,Partial,0,Yes
2002,12.32,1500,Diesel,3,4218.04,Nissan,Automatic,Red,Full,0,Yes
2012,11.79,3000,Diesel,5,7142.78,Honda,Automatic,Blue,None,1,Yes
2022,16.38,800,Petrol,3,8280.09,Chevrolet,Automatic,Silver,None,0,Yes
1995,21.11,800,Diesel,4,1000.0,Volkswagen,Manual,Silver,Partial,2,No
1996,27.05,2000,Petrol,2,5996.29,Chevrolet,Automatic,Black,Full,0,Yes
1995,21.29,1000,Petrol,4,4615.19,Volkswagen,Manual,Gray,Full,0,No
1995,23.42,1200,Petrol,2,2882.17,BMW,Manual,White,Full,0,No
2003,19.73,1500,Diesel,1,5263.33,Hyundai,Manual,Gray,Partial,1,Yes
2007,14.57,1000,Diesel,4,4165.28,Chevrolet,Manual,Gray,None,1,No
1995,21.26,5000,Petrol,1,11070.93,Toyota,Manual,Gray,Full,0,Yes
2007,17.57,2500,Diesel,2,5925.06,Honda,Automatic,Red,None,0,Yes
2014,19.89,5000,Diesel,3,13433.45,Honda,Automatic,Black,Full,0,Yes
2020,13.27,800,Electric,4,8770.13,Nissan,Manual,Blue,Full,1,Yes
2016,20.33,1200,Electric,4,7645.25,Volkswagen,Manual,White,Full,0,Yes
2001,17.4,1000,Diesel,3,4791.41,Ford,Manual,Blue,Full,0,Yes
1996,19.16,4000,Petrol,3,8622.54,Volkswagen,Manual,Red,Partial,1,Yes
2000,17.57,3000,Petrol,5,5506.92,Toyota,Automatic,Gray,Full,0,Yes
2001,16.61,1200,Diesel,5,2384.97,Ford,Automatic,Blue,Partial,0,Yes
2020,20.42,1800,Electric,2,10382.56,Nissan,Manual,Silver,Partial,0,Yes
2008,15.97,1200,Petrol,4,3906.91,Honda,Manual,Silver,None,0,Yes
2020,10.06,2000,Diesel,3,8137.05,Honda,Automatic,Gray,Full,0,Yes
2012,8.63,1800,Diesel,3,3717.93,Toyota,Manual,Blue,Partial,0,Yes
2009,18.92,1000,Petrol,1,5186.64,Kia,Manual,Blue,Full,2,Yes
1996,15.76,5000,Diesel,5,7981.9,Hyundai,Automatic,Blue,Full,1,No
2004,9.35,3000,Petrol,1,7832.44,Hyundai,Automatic,Blue,Full,0,Yes
2017,18.53,2000,Diesel,3,8344.08,Volkswagen,Automatic,Silver,Full,0,No
2006,17.53,1200,Diesel,4,3421.87,Kia,Manual,Gray,Full,1,Yes
2011,15.5,800,Electric,4,7006.96,Volkswagen,Manual,Black,Full,2,Yes
2002,19.23,1800,Electric,1,8748.03,BMW,Automatic,Black,Full,1,Yes
2005,24.58,1000,Petrol,5,4367.29,Chevrolet,Manual,Blue,Partial,1,Yes
2023,24.42,1000,Petrol,2,8859.91,BMW,Manual,Blue,Partial,0,Yes
1997,18.72,4000,Diesel,4,7023.11,Toyota,Manual,White,Full,1,Yes
2021,17.58,5000,Diesel,2,13274.72,BMW,Manual,Blue,Full,0,Yes
2000,18.79,2500,Diesel,5,4904.61,Honda,Manual,Black,Full,0,Yes
2003,19.55,2000,Petrol,1,5122.42,Hyundai,Manual,Red,Full,0,Yes
2000,16.66,800,Diesel,5,3392.87,Honda,Automatic,Red,None,1,No
2003,18.87,5000,Petrol,3,11150.37,Honda,Manual,Blue,Partial,0,Yes
2001,10.13,1000,Petrol,5,1000.0,BMW,Automatic,Gray,Full,1,Yes
2003,18.41,2500,Petrol,1,9415.62,Chevrolet,Automatic,Blue,Full,1,Yes
2012,20.38,1200,Diesel,1,7357.03,Ford,Automatic,Red,Full,0,Yes
2006,15.55,1000,Diesel,5,3712.64,Chevrolet,Automatic,White,Full,1,Yes
2002,17.52,2000,Electric,1,8800.88,Volkswagen,Manual,Black,Partial,1,No
2002,12.44,3000,Diesel,3,6317.3,Ford,Manual,Gray,Partial,0,No
2012,11.75,3000,Petrol,2,8656.09,BMW,Automatic,Blue,Partial,1,Yes
2022,19.05,1000,Diesel,5,7807.97,Toyota,Automatic,Blue,None,0,Yes
2014,14.35,2000,Petrol,1,6627.1,Chevrolet,Manual,White,Full,0,Yes
2009,9.12,1800,Diesel,2,6667.52,Toyota,Automatic,Black,Full,0,Yes
2021,12.44,2500,Petrol,3,7872.14,Ford,Manual,Blue,None,0,Yes
2001,13.17,1500,Diesel,5,4300.47,Volkswagen,Manual,Gray,Full,0,No
2005,21.87,1000,Diesel,1,4322.43,Hyundai,Manual,Black,Partial,0,Yes
2014,18.9,5000,Petrol,2,12191.21,Nissan,Manual,Black,None,0,No
2010,13.64,1200,Petrol,3,2765.73,Nissan,Automatic,Gray,None,0,Yes
1998,15.06,4000,Petrol,4,6248.28,Honda,Manual,Red,Partial,0,Yes
2000,24.56,5000,Electric,1,13869.47,Volkswagen,Manual,Blue,None,0,Yes
2020,22.68,3000,Petrol,3,10557.24,Kia,Manual,Red,Partial,1,Yes
2016,12.41,4000,Diesel,2,8719.65,Volkswagen,Manual,Black,Full,0,Yes
2020,23.82,1800,Petrol,5,9114.94,BMW,Automatic,Blue,None,2,Yes
1997,17.6,1800,Petrol,2,6591.66,Kia,Manual,Silver,None,1,Yes
2003,22.0,2500,Diesel,5,5894.05,Chevrolet,Automatic,Silver,Partial,0,Yes
2022,17.18,2500,Diesel,3,7690.73,Kia,Manual,White,Full,0,Yes
2004,23.93,800,Diesel,3,3151.3,BMW,Automatic,Gray,None,2,Yes
2008,12.2,1800,Diesel,2,5861.48,Tesla,Manual,Red,Full,0,Yes
2005,16.72,3000,Diesel,2,6864.45,Kia,Manual,Gray,Partial,0,Yes
2012,24.08,2500,Petrol,5,8616.77,Honda,Manual,Black,Full,2,Yes
2016,6.04,1000,Petrol,1,5184.67,Kia,Manual,Silver,Full,0,Yes
2006,17.77,3000,Petrol,2,8384.37,Toyota,Manual,Blue,Full,0,Yes
2017,16.03,1000,Petrol,1,6815.56,Volkswagen,Manual,Gray,Partial,0,Yes
2006,21.42,5000,Electric,1,14331.61,Nissan,Automatic,Gray,None,2,Yes
2007,23.35,800,Diesel,1,5192.22,Chevrolet,Automatic,Black,Full,0,No
2019,21.65,1200,Petrol,3,5998.91,Tesla,Manual,Gray,Partial,0,Yes
2007,19.21,1200,Electric,3,7677.7,BMW,Automatic,White,None,0,Yes
2013,18.2,2000,Electric,1,11102.73,Tesla,Manual,Black,None,2,Yes
2020,16.29,1200,Petrol,1,7883.52,Toyota,Automatic,White,Partial,2,Yes
2013,19.05,2500,Diesel,3,7917.57,BMW,Automatic,Black,None,1,No
2017,25.3,3000,Petrol,5,8789.14,Kia,Manual,Blue,None,0,Yes
2008,13.85,1200,Diesel,4,2185.57,Nissan,Automatic,Red,Partial,1,Yes
1998,15.99,4000,Petrol,2,9181.89,Chevrolet,Manual,Silver,None,0,Yes
2007,17.62,800,Diesel,1,3730.65,Ford,Automatic,Black,Full,1,Yes
2002,23.0,1200,Petrol,3,5265.78,Nissan,Manual,Black,Partial,1,Yes
2023,19.12,1200,Electric,1,12679.5,Nissan,Automatic,Blue,Full,0,Yes
2017,22.92,2500,Petrol,1,11147.27,Honda,Manual,Blue,None,0,No
2015,23.17,1800,Petrol,1,9429.82,Volkswagen,Manual,Silver,Full,0,Yes
2017,20.96,1500,Diesel,1,8289.74,Toyota,Manual,Black,Full,1,Yes
2013,12.68,1000,Diesel,5,2968.38,Nissan,Manual,Blue,Full,0,Yes
2006,26.31,2500,Diesel,2,6808.61,Toyota,Manual,Red,Full,1,No
2012,25.06,1200,Diesel,2,7043.54,Nissan,Manual,White,None,1,Yes
2000,18.32,2500,Diesel,3,5168.71,Honda,Manual,White,None,0,Yes
2012,11.09,5000,Petrol,5,9018.32,Hyundai,Manual,Blue,None,1,Yes
2013,10.2,2500,Petrol,5,6515.27,Toyota,Manual,Silver,Full,0,No
2016,19.27,1000,Petrol,2,6432.21,Kia,Manual,Blue,Full,0,No
1999,14.49,2500,Electric,3,7487.6,Tesla,Manual,Blue,Full,1,Yes
2018,9.41,2000,Petrol,5,8716.34,Nissan,Manual,White,Partial,0,Yes
2003,10.1,5000,Petrol,3,8725.79,Honda,Automatic,Blue,Full,0,Yes
2021,15.65,1500,Diesel,2,8458.25,Hyundai,Automatic,Silver,None,0,Yes
1997,18.97,1800,Petrol,1,6120.95,Ford,Automatic,White,None,0,Yes
2022,25.03,3000,Petrol,5,9286.41,Honda,Manual,Gray,Full,0,Yes
2004,20.42,1800,Diesel,3,4960.16,Kia,Automatic,White,Partial,2,Yes
2013,16.09,1200,Petrol,1,4948.68,Toyota,Manual,White,Full,0,Yes
1997,19.9,1000,Diesel,2,4082.76,Tesla,Manual,Red,Full,1,Yes
2023,19.45,2000,Petrol,4,8219.89,Kia,Manual,Black,Partial,0,Yes
2023,21.7,2000,Petrol,5,6741.51,BMW,Manual,Blue,None,1,Yes
2016,17.8,2500,Electric,5,11454.51,Hyundai,Manual,Red,None,0,Yes
2009,23.18,3000,Petrol,3,9156.47,Honda,Manual,Blue,Full,0,Yes
1995,22.12,1500,Petrol,2,4574.77,Tesla,Automatic,Silver,Full,0,Yes
2001,18.41,3000,Diesel,2,6890.67,Kia,Manual,Gray,Partial,0,Yes
2006,17.4,800,Petrol,5,2874.38,Kia,Manual,Black,Full,0,Yes
2011,22.6,2000,Petrol,5,5080.18,Ford,Automatic,Blue,Full,2,Yes
2015,14.43,2000,Petrol,3,6276.32,Toyota,Manual,Blue,Partial,0,Yes
2020,10.47,1200,Diesel,3,6679.32,Tesla,Automatic,Black,Partial,1,Yes
2023,10.44,4000,Petrol,4,9941.07,Chevrolet,Manual,Silver,Partial,1,Yes
2018,14.02,1800,Diesel,1,10123.68,Toyota,Manual,Silver,None,0,Yes
2014,21.3,800,Petrol,3,5155.12,Tesla,Automatic,Blue,Full,1,Yes
1999,15.89,2500,Petrol,1,6320.39,Nissan,Automatic,Black,Partial,0,No
1998,19.02,5000,Diesel,5,8863.52,Honda,Automatic,White,Full,0,Yes
2022,15.52,1200,Petrol,4,6984.76,Tesla,Manual,White,None,0,Yes
2006,15.56,5000,Petrol,4,9415.48,Hyundai,Automatic,Gray,None,0,Yes
2014,12.87,5000,Diesel,4,9840.57,Tesla,Manual,Red,None,0,No
2022,17.54,1500,Electric,2,10759.44,Kia,Automatic,Gray,Partial,0,Yes
2018,17.12,2000,Petrol,5,7086.9,Honda,Automatic,Black,Partial,0,Yes
2012,20.06,3000,Petrol,2,8843.74,Chevrolet,Automatic,Silver,Full,0,Yes
2011,19.44,1500,Petrol,2,9065.49,Kia,Manual,Red,Full,0,Yes
2013,17.01,4000,Diesel,4,9105.26,BMW,Manual,Silver,Full,0,Yes
2003,10.47,3000,Electric,2,9854.95,Volkswagen,Manual,Red,Full,0,Yes
1998,23.35,5000,Electric,5,11943.94,BMW,Automatic,Silver,Partial,0,No
2020,17.57,5000,Petrol,5,11297.78,Toyota,Automatic,Blue,Full,0,Yes
2015,18.4,2000,Petrol,2,8734.74,Ford,Manual,Silver,Full,0,Yes
1996,26.0,2500,Petrol,5,4158.9,Tesla,Manual,Black,Full,2,Yes
1998,22.54,3000,Petrol,1,10172.51,Ford,Automatic,Red,Partial,1,Yes
1996,20.23,1000,Diesel,2,3049.91,Chevrolet,Automatic,White,Partial,0,Yes
2009,17.99,1800,Petrol,4,6084.85,Toyota,Manual,Blue,Full,0,No
1996,17.94,2500,Diesel,4,4914.63,BMW,Automatic,Gray,Full,1,Yes
1998,19.2,3000,Electric,5,8384.08,BMW,Manual,Silver,Partial,0,Yes
2000,20.03,1800,Petrol,5,5325.36,Volkswagen,Automatic,White,Full,0,Yes
2001,26.56,1200,Diesel,4,6482.88,Toyota,Manual,Gray,None,0,Yes
2004,30.37,2000,Petrol,1,7364.11,Volkswagen,Manual,Gray,Partial,1,Yes
2013,19.45,1800,Petrol,4,5624.18,Nissan,Manual,Gray,Full,0,Yes
2013,7.23,3000,Petrol,2,8260.21,Tesla,Automatic,Red,None,1,No
2020,13.24,4000,Petrol,4,9940.65,Nissan,Manual,Blue,Full,2,Yes
2016,27.06,4000,Petrol,3,11048.92,Kia,Manual,Gray,Partial,0,Yes
2023,21.59,2000,Diesel,1,9658.17,BMW,Automatic,Blue,Partial,0,Yes
2006,20.13,1500,Diesel,1,5966.81,Kia,Automatic,Blue,Full,0,Yes
1997,17.17,1500,Petrol,4,2139.93,Kia,Manual,Gray,Partial,1,Yes
2007,12.05,4000,Diesel,3,8668.88,Honda,Manual,White,Partial,0,Yes
2012,26.39,1500,Diesel,2,7669.14,Chevrolet,Manual,Gray,None,0,Yes
2002,13.88,3000,Diesel,4,5412.97,Volkswagen,Manual,Red,Partial,0,Yes
2015,21.65,4000,Petrol,2,9344.11,Tesla,Manual,Silver,Full,0,No
2009,11.5,1800,Petrol,3,4997.69,Ford,Manual,Red,None,0,No
1995,16.92,2000,Diesel,4,5640.62,Tesla,Automatic,Blue,Full,0,Yes
1997,22.96,1200,Diesel,4,3172.44,BMW,Manual,Red,None,0,Yes
2020,16.75,1800,Petrol,2,7808.37,Nissan,Manual,Silver,None,2,Yes
2002,16.16,1800,Diesel,4,3855.91,Toyota,Automatic,Gray,Partial,0,Yes
1998,18.05,1000,Petrol,3,3885.73,Ford,Automatic,Gray,Full,2,Yes
2010,11.32,5000,Diesel,4,10832.23,Toyota,Manual,Gray,Partial,1,No
2017,10.38,2000,Petrol,5,5039.89,Hyundai,Manual,Red,None,0,No
2004,21.57,4000,Diesel,3,7583.89,Nissan,Automatic,Gray,Partial,1,No
2006,15.89,2500,Diesel,1,7115.88,Volkswagen,Automatic,Gray,None,1,No
2008,21.53,3000,Petrol,2,8158.98,Chevrolet,Automatic,Gray,Full,1,Yes
2008,23.59,1000,Petrol,3,5222.36,Ford,Manual,Blue,Full,0,No
1996,23.99,4000,Electric,1,13373.14,Chevrolet,Manual,Blue,Full,0,No
2017,9.89,1200,Diesel,1,5413.91,Tesla,Automatic,Silver,Full,1,Yes
1999,14.51,5000,Diesel,3,9413.3,BMW,Manual,Black,Full,2,No
1999,20.69,1800,Diesel,1,6361.08,Ford,Automatic,Red,None,0,Yes
2000,20.77,2500,Diesel,1,7645.76,Honda,Manual,Blue,Full,2,Yes
2007,29.25,1500,Petrol,5,6405.23,Tesla,Automatic,Gray,Partial,0,Yes
2003,13.46,2500,Diesel,4,3326.67,Ford,Manual,Red,Full,1,No
2016,23.84,3000,Petrol,5,9265.69,Chevrolet,Manual,Silver,None,0,Yes
2022,19.86,5000,Petrol,4,12573.21,Honda,Manual,White,Partial,1,Yes
2023,9.8,5000,Diesel,1,12336.0,Hyundai,Automatic,White,Full,2,No
2009,15.26,1500,Electric,4,9484.65,Hyundai,Manual,Gray,Partial,0,Yes
2008,19.31,1800,Petrol,5,6010.38,Volkswagen,Manual,Gray,Partial,1,Yes
2018,9.48,1200,Petrol,2,5226.77,Tesla,Manual,Blue,Full,1,Yes
2001,7.63,1800,Diesel,2,3689.27,Tesla,Automatic,Silver,Partial,1,No
2019,9.19,3000,Petrol,4,8933.06,Nissan,Manual,Silver,Full,1,Yes
2014,19.3,1200,Electric,2,9584.82,Honda,Manual,Red,Full,0,Yes
1996,15.58,1800,Diesel,3,2571.95,Honda,Manual,Blue,Full,0,Yes
2001,14.9,5000,Diesel,2,11595.27,Nissan,Automatic,White,None,2,Yes
2000,15.07,800,Petrol,4,2163.07,Chevrolet,Automatic,Silver,None,0,No
2011,10.88,1000,Petrol,1,5385.88,BMW,Manual,Gray,None,1,No
2021,15.72,1200,Diesel,5,6195.34,Ford,Automatic,Silver,Full,1,Yes
2019,8.9,800,Petrol,2,4681.55,Ford,Automatic,White,None,0,Yes
2019,23.94,4000,Diesel,4,12419.38,Chevrolet,Automatic,Red,Partial,0,No
2022,26.46,4000,Petrol,5,10447.26,Toyota,Automatic,Red,Full,2,No
1996,6.37,1800,Petrol,3,3004.61,BMW,Automatic,Red,Full,1,Yes
1997,15.65,1500,Diesel,1,4052.01,Kia,Automatic,Red,Partial,1,Yes
1999,15.98,1800,Diesel,5,4432.74,Volkswagen,Manual,Blue,Full,1,No
1999,17.13,1500,Petrol,5,3623.15,Toyota,Automatic,Red,Partial,1,Yes
1995,23.01,1800,Diesel,4,3933.05,Toyota,Manual,Red,Partial,1,No
2002,15.67,2500,Diesel,3,4279.12,Honda,Automatic,Blue,Partial,1,Yes
2006,17.56,3000,Diesel,2,8284.75,Chevrolet,Manual,Silver,None,0,No
2018,32.9,1000,Petrol,3,8192.6,Chevrolet,Manual,Black,Full,0,Yes
1998,17.44,1500,Petrol,1,3399.64,Hyundai,Automatic,Red,Full,0,Yes
2007,26.83,3000,Diesel,2,9374.15,BMW,Manual,Black,Partial,2,Yes
2017,20.51,2500,Petrol,3,9319.83,Nissan,Automatic,Gray,Partial,3,No
2009,15.23,4000,Petrol,1,10142.38,Kia,Automatic,White,Partial,1,Yes
2005,14.4,1800,Petrol,5,3580.16,Tesla,Manual,Black,Full,1,Yes
2004,17.96,2000,Petrol,5,6028.51,Chevrolet,Manual,White,Full,0,Yes
1997,12.37,3000,Diesel,5,6259.57,Honda,Automatic,Black,Partial,1,Yes
2016,13.68,1800,Petrol,5,4528.49,Honda,Automatic,Red,Full,0,Yes
2008,15.88,4000,Petrol,2,10536.27,Kia,Manual,Gray,Partial,0,Yes
2010,19.47,1500,Diesel,5,5413.98,Toyota,Automatic,Black,Full,0,Yes
2004,27.13,3000,Diesel,2,8145.88,Hyundai,Automatic,Silver,Partial,1,No
2023,15.58,1200,Petrol,2,7307.13,Toyota,Manual,Gray,Full,0,Yes
2004,20.31,1800,Diesel,3,5470.15,Chevrolet,Automatic,Black,Full,0,Yes
2006,9.86,3000,Petrol,5,6533.57,Ford,Automatic,White,Partial,1,Yes
2003,23.3,5000,Petrol,4,9702.31,Volkswagen,Manual,Silver,Partial,0,Yes
1995,9.39,2500,Diesel,5,1195.88,Hyundai,Automatic,Gray,Full,0,Yes
1999,21.99,800,Diesel,4,2875.69,Toyota,Manual,Black,Full,0,Yes
2014,17.6,1500,Diesel,5,6297.96,Nissan,Automatic,White,Partial,1,Yes
2002,17.4,1000,Diesel,2,5474.5,BMW,Manual,Gray,Partial,0,Yes
2005,16.5,1000,Electric,5,5717.92,Tesla,Manual,White,Partial,1,Yes
2006,11.49,2500,Electric,5,8405.65,Chevrolet,Manual,Red,Full,0,Yes
1995,11.76,1200,Diesel,5,2566.48,Kia,Manual,White,Full,0,No
2019,22.18,1200,Diesel,5,6865.32,Volkswagen,Automatic,Gray,Full,0,Yes
2016,18.06,2000,Diesel,3,9532.41,BMW,Manual,Silver,Full,1,Yes
2014,16.46,2000,Petrol,3,8368.48,Nissan,Manual,Blue,Full,0,Yes
2022,20.22,800,Petrol,2,6895.23,Toyota,Automatic,White,None,0,No
2019,18.51,800,Petrol,2,6571.25,Nissan,Manual,Silver,Full,1,Yes
2005,14.04,2000,Electric,4,9531.52,Kia,Automatic,Gray,Full,0,Yes
1999,30.3,2500,Diesel,2,6465.03,BMW,Manual,Blue,Full,1,Yes
2009,21.7,4000,Diesel,3,9786.51,Toyota,Manual,Black,None,1,Yes
1999,18.64,1500,Petrol,2,6639.02,Nissan,Automatic,White,None,0,Yes
2006,15.43,5000,Petrol,4,11682.74,Ford,Automatic,Red,Partial,0,No
1999,22.76,2000,Petrol,4,5275.99,Toyota,Manual,Black,Full,0,Yes
2011,14.06,1200,Diesel,3,3370.91,Hyundai,Automatic,Red,Full,1,No
2011,13.64,1500,Diesel,2,5579.66,Tesla,Manual,Silver,Full,0,Yes
2018,26.47,4000,Diesel,4,11998.98,Honda,Automatic,Silver,Full,1,Yes
2006,18.15,800,Petrol,2,3885.97,Kia,Automatic,Gray,Partial,0,No
2018,14.18,1800,Petrol,2,9847.01,Kia,Manual,Blue,None,0,Yes
2022,18.03,2500,Petrol,3,8878.1,Hyundai,Automatic,Red,Full,0,Yes
2009,22.25,1200,Petrol,3,7050.08,Chevrolet,Automatic,Silver,Full,1,Yes
2009,21.11,1000,Diesel,2,5662.23,Toyota,Manual,Gray,None,1,Yes
2000,22.87,1000,Petrol,5,3455.42,Nissan,Manual,Red,Partial,0,Yes
2006,11.75,800,Diesel,5,2408.26,BMW,Automatic,Silver,None,0,Yes
2021,22.75,1800,Diesel,1,8916.67,Kia,Automatic,Red,None,1,Yes
2023,17.1,1200,Petrol,1,7801.8,BMW,Manual,Gray,Full,0,Yes
2014,18.45,2500,Petrol,1,9664.17,Kia,Manual,Blue,Partial,0,No
2012,24.05,800,Electric,3,8574.14,Honda,Automatic,Black,Partial,0,Yes
2008,21.51,4000,Petrol,2,9741.46,Volkswagen,Manual,White,Partial,3,No
1996,19.76,1000,Diesel,4,3284.45,BMW,Manual,Silver,Full,0,Yes
2003,8.08,3000,Petrol,2,7849.11,Hyundai,Manual,Gray,None,0,Yes
1999,17.77,5000,Diesel,2,11597.21,Chevrolet,Manual,Gray,Partial,0,Yes
2014,14.08,1500,Petrol,1,5944.26,Tesla,Manual,Gray,Full,1,No
2020,21.56,2000,Diesel,2,8209.82,Toyota,Manual,Gray,Full,0,No
2023,22.95,4000,Diesel,1,14401.79,Chevrolet,Manual,Gray,Full,1,Yes
1995,16.49,2500,Petrol,2,4884.6,Nissan,Automatic,Red,None,2,Yes
2017,14.66,3000,Petrol,4,7972.46,Volkswagen,Manual,Silver,Full,0,Yes
1997,25.78,2500,Electric,5,6945.83,Honda,Manual,Silver,Full,2,Yes
2000,14.98,1000,Petrol,5,2915.7,Honda,Automatic,White,Full,0,Yes
1999,12.03,4000,Diesel,3,7163.37,BMW,Manual,Blue,Partial,0,Yes
2015,13.84,800,Diesel,4,5572.22,Toyota,Manual,White,Full,0,Yes
2021,15.23,1000,Petrol,2,7681.21,Volkswagen,Automatic,Black,Full,0,No
1999,13.69,1200,Petrol,4,3745.75,Hyundai,Manual,Black,None,0,No
1995,22.23,1200,Petrol,2,5181.83,Ford,Manual,Black,Full,0,Yes
2011,7.01,5000,Diesel,4,9004.55,Kia,Manual,Black,Full,0,Yes
2013,13.59,1500,Diesel,4,5216.99,Chevrolet,Manual,Black,Full,0,No
2008,17.76,1800,Diesel,5,5135.98,BMW,Automatic,Red,Full,0,Yes
2006,19.05,2000,Diesel,4,5693.85,Honda,Manual,Silver,Full,0,Yes
2004,26.46,800,Diesel,3,5562.37,Hyundai,Manual,Red,Partial,1,Yes
2014,25.73,3000,Petrol,2,9625.82,Chevrolet,Manual,Red,Full,0,Yes
2015,10.0,2000,Diesel,1,7664.73,Nissan,Automatic,White,Partial,0,Yes
2012,8.46,5000,Petrol,4,9138.26,Nissan,Automatic,White,Full,0,Yes
2018,18.12,4000,Petrol,1,12028.7,Ford,Manual,Red,Full,0,Yes
2021,14.63,1800,Diesel,5,6873.03,Honda,Manual,Black,None,0,Yes
2005,12.04,2500,Diesel,1,5666.67,Honda,Automatic,Blue,Full,0,Yes
1996,18.08,1500,Petrol,3,4073.77,BMW,Manual,Silver,None,1,Yes
2019,19.15,2000,Diesel,3,9413.57,BMW,Automatic,Black,Partial,0,Yes
2012,13.81,2000,Petrol,5,6423.02,Hyundai,Automatic,White,Partial,0,Yes
2023,14.88,1500,Diesel,3,6206.25,Ford,Automatic,Red,Partial,0,No
2019,14.19,2000,Petrol,2,6688.76,Toyota,Manual,Gray,Full,0,Yes
2001,15.94,3000,Petrol,3,6988.62,BMW,Manual,Gray,Full,1,No
2018,20.71,1800,Diesel,4,7436.95,Toyota,Manual,White,Full,0,Yes
2009,12.61,1000,Diesel,3,4111.66,Tesla,Manual,Silver,Partial,1,Yes
2005,14.8,4000,Diesel,2,6435.38,Hyundai,Automatic,Red,Partial,1,Yes
2012,16.0,1500,Diesel,5,3843.96,Honda,Automatic,Blue,None,1,Yes
2017,17.97,1500,Electric,3,11146.7,Hyundai,Automatic,Red,None,0,No
2006,19.38,2500,Diesel,2,7796.68,Hyundai,Manual,White,None,0,Yes
2000,28.21,5000,Diesel,4,12272.96,Toyota,Automatic,Black,Full,0,Yes
2014,20.86,5000,Diesel,1,13870.88,Hyundai,Manual,White,Full,0,No
2017,20.98,2000,Diesel,1,9297.33,Tesla,Manual,Silver,Full,2,Yes
2007,16.67,1500,Petrol,5,2631.93,Nissan,Manual,Blue,Partial,1,Yes
2014,13.1,2000,Diesel,5,5907.51,Honda,Manual,Gray,Full,0,No
2010,15.36,1200,Diesel,1,5953.0,Tesla,Manual,Silver,Full,1,Yes
2012,14.45,2500,Petrol,1,7057.53,Tesla,Manual,Silver,Partial,0,Yes
2004,19.96,2000,Diesel,5,6192.15,Toyota,Automatic,Black,Full,0,No
2022,9.74,1200,Petrol,1,7231.18,BMW,Manual,White,Partial,2,Yes
2017,20.96,800,Petrol,3,6581.44,Hyundai,Manual,Black,Partial,1,Yes
